School Name,URL,State
Indiana University - Purdue University Indianapolis,http://iupui.edu,IN
Indiana University Southeast,http://ius.edu,IN
Indiana University South Bend,http://iusb.edu,IN
Ivy Tech Community College,http://ivytech.edu,IN
Manchester University,http://manchester.edu,IN
Marian University Indianapolis,http://marian.edu,IN
University of Notre Dame,http://nd.edu,IN
Oakland City University,http://oak.edu,IN
Purdue University North Central,http://pnc.edu,IN
Purdue University,http://purdue.edu,IN
Purdue University Calumet,http://purduecal.edu,IN
Rose-Hulman Institute of Technology,http://rose-hulman.edu,IN
Saint Mary's College,http://saintmarys.edu,IN
Trine University,http://trine.edu,IN
University of Indianapolis,http://uindy.edu,IN
University of Southern Indiana,http://usi.edu,IN
Valparaiso University,http://valpo.edu,IN
Wabash College,http://wabash.edu,IN
Benedictine College,http://benedictine.edu,KS
Butler Community College,http://butlercc.edu,KS
Emporia State University,http://emporia.edu,KS
Fort Hays State University,http://fhsu.edu,KS
Flint Hills Technical College,http://fhtc.edu,KS
Fort Scott Community College,http://fortscott.edu,KS
Garden City Community College,http://gcccks.edu,KS
Hesston College,http://hesston.edu,KS
Highland Community College,http://highlandcc.edu,KS
Johnson County Community College,http://jccc.edu,KS
Kansas City Kansas Community College,http://kckcc.edu,KS
Kansas State University,http://k-state.edu,KS
The University of Kansas,http://ku.edu,KS
McPherson College,http://mcpherson.edu,KS
Neosho County Community College,http://neosho.edu,KS
Newman University,http://newmanu.edu,KS
Pittsburg State University,http://pittstate.edu,KS
Saint Paul School of Theology and Ministry,http://spst.edu,KS
Sterling College,http://sterling.edu,KS
University of Saint Mary,http://stmary.edu,KS
Washburn University,http://washburn.edu,KS
Washburn University School of Law,http://washburnlaw.edu,KS
Wichita State University,http://wichita.edu,KS
Asbury University,http://asbury.edu,KY
Bellarmine University,http://bellarmine.edu,KY
Berea College,http://berea.edu,KY
Centre College,http://centre.edu,KY
Eastern Kentucky University,http://eku.edu,KY
Frontier Nursing University,http://frontier.edu,KY
Georgetown College,http://georgetowncollege.edu,KY
Kentucky Community and Technical College System,http://kctcs.edu,KY
Kentucky Christian University,http://kcu.edu,KY
Kentucky State University,http://kysu.edu,KY
Lindsey Wilson College,http://lindsey.edu,KY
The University of Louisville,http://louisville.edu,KY
Midway College,http://midway.edu,KY
Morehead State University,http://moreheadstate.edu,KY
Murray State University,http://murraystate.edu,KY
Northern Kentucky University,http://nku.edu,KY
The Southern Baptist Theological Seminary,http://sbts.edu,KY
Saint Catharine College,http://sccky.edu,KY
Sullivan University,http://sullivan.edu,KY
University of the Cumberlands,http://ucumberlands.edu,KY
Western Kentucky University,http://wku.edu,KY
Bossier Parish Community College,http://bpcc.edu,LA
Centenary College of Louisiana,http://centenary.edu,LA
Louisiana Tech University,http://latech.edu,LA
Louisiana Culinary Institute,http://lci.edu,LA
University of Louisiana Lafayette,http://louisiana.edu,LA
Loyola University New Orleans,http://loyno.edu,LA
Louisiana State University,http://lsu.edu,LA
Louisiana State University - Eunice,http://lsue.edu,LA
LSU Health Sciences Center - New Orleans,http://lsuhsc.edu,LA
LSU Health Sciences Center - New Orleans,http://lsuhscshreveport.edu,LA
Louisiana State University System,http://lsusystem.edu,LA
Nicholls State University,http://nicholls.edu,LA
New Orleans Baptist Theological Seminary,http://nobts.edu,LA
Nunez Community College,http://nunez.edu,LA
Southeastern Louisiana University,http://southeastern.edu,LA
Southern University,http://subr.edu,LA
Tulane University,http://tulane.edu,LA
University of Louisiana at Monroe,http://ulm.edu,LA
University of New Orleans,http://uno.edu,LA
Xavier University of Louisiana,http://xula.edu,LA
Amherst College,http://amherst.edu,MA
Assumption College,http://assumption.edu,MA
Babson College,http://babson.edu,MA
Boston College,http://bc.edu,MA
Bentley University,http://bentley.edu,MA
Berklee College of Music,http://berklee.edu,MA
Berkshire Community College,http://berkshirecc.edu,MA
The Boston Conservatory,http://bostonconservatory.edu,MA
Brandeis University,http://brandeis.edu,MA
Bridgewater State University,http://bridgew.edu,MA
Boston University,http://bu.edu,MA
Cambridge College,http://cambridgecollege.edu,MA
Clark University,http://clarku.edu,MA
Curry College,http://curry.edu,MA
Elms College,http://elms.edu,MA
Emerson College,http://emerson.edu,MA
Emmanuel College,http://emmanuel.edu,MA
Endicott College,http://endicott.edu,MA
Fitchburg State University,http://fitchburgstate.edu,MA
Framingham State University,http://framingham.edu,MA
Gordon Conwell Theological Seminary,http://gordonconwell.edu,MA
Gordon College,http://gordon.edu,MA
Hampshire College,http://hampshire.edu,MA
Harvard University,http://harvard.edu,MA
Harvard Business School,http://hbs.edu,MA
College of the Holy Cross,http://holycross.edu,MA
Lesley University,http://lesley.edu,MA
Massachusetts Maritime Academy,http://maritime.edu,MA
Massachusetts Department of Higher Education,http://mass.edu,MA
Massachusetts College of Art and Design,http://massart.edu,MA
MassBay Community College,http://massbay.edu,MA
Marine Biological Laboratory,http://mbl.edu,MA
Merrimack Education Center,http://mec.edu,MA
Merrimack College,http://merrimack.edu,MA
MGH Institute of Health Professions,http://mghihp.edu,MA
Milton Academy,http://milton.edu,MA
Massachusetts Institute of Technology,http://mit.edu,MA
Montserrat College of Art,http://montserrat.edu,MA
Mount Ida College,http://mountida.edu,MA
Mount Holyoke College,http://mtholyoke.edu,MA
Middlesex Community College,http://mxcc.edu,MA
Middlesex School,http://mxschool.edu,MA
North Bennet Street School,http://nbss.edu,MA
New England Law - Boston,http://nesl.edu,MA
Northeastern University,http://northeastern.edu,MA
Olin College of Engineering,http://olin.edu,MA
Salem State University,http://salemstate.edu,MA
Simmons College,http://simmons.edu,MA
Smith College,http://smith.edu,MA
Spa Tech Institute,http://spatech.edu,MA
Springfield College,http://springfieldcollege.edu,MA
Springfield Technical Community College,http://stcc.edu,MA
Suffolk University,http://suffolk.edu,MA
Boston Architectural College,http://the-bac.edu,MA
Tufts University,http://tufts.edu,MA
University of Massachusetts Amherst,http://umass.edu,MA
University of Massachusetts Dartmouth,http://umassd.edu,MA
University of Massachusetts Medical School,http://umassmed.edu,MA
University of Massachusetts,http://umassp.edu,MA
University of Massachusetts Boston,http://umb.edu,MA
University of Massachusetts Lowell,http://uml.edu,MA
Wellesley College,http://wellesley.edu,MA
"Wheaton College, Norton",http://wheatoncollege.edu,MA
Wheelock College,http://wheelock.edu,MA
Williams College,http://williams.edu,MA
Western New England University,http://wne.edu,MA
Worcester State University,http://worcester.edu,MA
Worcester Polytechnic Institute,http://wpi.edu,MA
Anne Arundel Community College,http://aacc.edu,MD
Baltimore City Community College,http://bccc.edu,MD
Bowie State University,http://bowiestate.edu,MD
Carroll Community College,http://carrollcc.edu,MD
The Community College of Baltimore County,http://ccbcmd.edu,MD
Chesapeake College,http://chesapeake.edu,MD
Coppin State University,http://coppin.edu,MD
College of Southern Maryland,http://csmd.edu,MD
Frederick Community College,http://frederick.edu,MD
Frostburg State University,http://frostburg.edu,MD
Garrett College,http://garrettcollege.edu,MD
Goucher College,http://goucher.edu,MD
Hagerstown Community College,http://hagerstowncc.edu,MD
Harford Community College,http://harford.edu,MD
Hood College,http://hood.edu,MD
Howard Community College,http://howardcc.edu,MD
Johns Hopkins Bloomberg School of Public Health,http://jhsph.edu,MD
Johns Hopkins University,http://jhu.edu,MD
Loyola University Maryland,http://loyola.edu,MD
Montgomery Blair High School,http://mbhs.edu,MD
McDaniel College,http://mcdaniel.edu,MD
Maryland Institute College of Art,http://mica.edu,MD
Montgomery College,http://montgomerycollege.edu,MD
Mount Saint Mary's University,http://msmary.edu,MD
Maryland University of Integrative Health,http://muih.edu,MD
Prince George's Community College,http://pgcc.edu,MD
Salisbury University,http://salisbury.edu,MD
Sojourner-Douglass College,http://sdc.edu,MD
Saint Mary's College of Maryland,http://smcm.edu,MD
Saint James School,http://stjames.edu,MD
Towson University,http://towson.edu,MD
University of Baltimore,http://ubalt.edu,MD
University of Maryland,http://umaryland.edu,MD
University of Maryland Baltimore County,http://umbc.edu,MD
University of Maryland,http://umd.edu,MD
University of Maryland University College,http://umuc.edu,MD
University System of Maryland,http://usmd.edu,MD
United States Naval Academy,http://usna.edu,MD
Washington College,http://washcoll.edu,MD
Wor-Wic Community College,http://worwic.edu,MD
Saint John's College,http://sjc.edu,MD
Bates College,http://bates.edu,ME
Bowdoin College,http://bowdoin.edu,ME
Central Maine Community College,http://cmcc.edu,ME
College of the Atlantic,http://coa.edu,ME
Colby College,http://colby.edu,ME
Husson University,http://husson.edu,ME
Maine Maritime Academy,http://mainemaritime.edu,ME
Northern Maine Community College,http://nmcc.edu,ME
Saint Joseph's College,http://sjcme.edu,ME
Southern Maine Community College,http://smccme.edu,ME
University of Maine,http://umaine.edu,ME
University of Maine Fort Kent,http://umfk.edu,ME
University of Maine at Presque Isle,http://umpi.edu,ME
University of New England,http://une.edu,ME
Unity College,http://unity.edu,ME
York County Community College,http://yccc.edu,ME
University of Main at Augusta,http://uma.edu,ME
Adrian College,http://adrian.edu,MI
Albion College,http://albion.edu,MI
Alma College,http://alma.edu,MI
Alpena Community College,http://alpenacc.edu,MI
Andrews University,http://andrews.edu,MI
Aquinas College,http://aquinas.edu,MI
Baker College,http://baker.edu,MI
Bay College,http://baycollege.edu,MI
Calvin College,http://calvin.edu,MI
Central Michigan University,http://cmich.edu,MI
College for Creative Studies,http://collegeforcreativestudies.edu,MI
Cornerstone University,http://cornerstone.edu,MI
Davenport University,http://davenport.edu,MI
Delta College,http://delta.edu,MI
Douglas J. Aveda Institute,http://douglasj.edu,MI
Eastern Michigan University,http://emich.edu,MI
Ferris State University,http://ferris.edu,MI
Finlandia University,http://finlandia.edu,MI
Grand Rapids Community College,http://grcc.edu,MI
Grand Valley State University,http://gvsu.edu,MI
Henry Ford College,http://hfcc.edu,MI
Hillsdale College,http://hillsdale.edu,MI
Hope College,http://hope.edu,MI
Jackson College,http://jccmi.edu,MI
Kettering University,http://kettering.edu,MI
Kalamazoo Valley Community College,http://kvcc.edu,MI
Kalamazoo College,http://kzoo.edu,MI
Lake Michigan College,http://lakemichigancollege.edu,MI
Lansing Community College,http://lcc.edu,MI
Lake Superior State University,http://lssu.edu,MI
Lawrence Technological University,http://ltu.edu,MI
Macomb Community College,http://macomb.edu,MI
Marygrove College,http://marygrove.edu,MI
Monroe County Community College,http://monroeccc.edu,MI
Michigan State University,http://msu.edu,MI
Michigan Technological University,http://mtu.edu,MI
Northwestern Michigan College,http://nmc.edu,MI
Northern Michigan University,http://nmu.edu,MI
Oakland Univeristy,http://oakland.edu,MI
Oakland Community College,http://oaklandcc.edu,MI
Saginaw Chippewa Tribal College,http://sagchip.edu,MI
Saginaw Valley State University,http://svsu.edu,MI
University of Detroit Mercy,http://udmercy.edu,MI
University of Michigan-Flint,http://umflint.edu,MI
University of Michigan,http://umich.edu,MI
Wayne State,http://wayne.edu,MI
Washtenaw Community College,http://wccnet.edu,MI
Western Michigan University,http://wmich.edu,MI
Alexandria Technical & Community College,http://alextech.edu,MN
Anoka-Ramsey Community College,http://anokaramsey.edu,MN
Augsburg College,http://augsburg.edu,MN
Bemidji State University,http://bemidjistate.edu,MN
Bethel University,http://bethel.edu,MN
Carleton College,http://carleton.edu,MN
Century College,http://century.edu,MN
Central Lakes College,http://clcmn.edu,MN
Concordia College,http://cord.edu,MN
Crown College,http://crown.edu,MN
"College of Saint Benedict, Saint John's University",http://csbsju.edu,MN
Concordia University Saint Paul,http://csp.edu,MN
The College of Saint Scholastica,http://css.edu,MN
Dakota County Technical College,http://dctc.edu,MN
Gustavus Adolphus College,http://gustavus.edu,MN
Globe University,http://globeuniversity.edu,MN
Hamline University,http://hamline.edu,MN
Inver Hills Community College,http://inverhills.edu,MN
Institute of Production and Recording,http://ipr.edu,MN
Leech Lake Tribal College,http://lltc.edu,MN
Luther Seminary,http://luthersem.edu,MN
Macalester College,http://macalester.edu,MN
McNally Smith College of Music,http://mcnallysmith.edu,MN
Mesabi Range College,http://mesabirange.edu,MN
Metropolitan State University,http://metrostate.edu,MN
Minnesota State University Moorhead,http://mnstate.edu,MN
Minnesota State University Mankato,http://mnsu.edu,MN
North Hennepin Community College,http://nhcc.edu,MN
Normandale Community College,http://normandale.edu,MN
Rasmussen College,http://rasmussen.edu,MN
Ridgewater College,http://ridgewater.edu,MN
Southwest Minnesota State University,http://smsu.edu,MN
Saint Mary's University of Minnesota,http://smumn.edu,MN
South Central College,http://southcentral.edu,MN
Saint Cloud State University,http://stcloudstate.edu,MN
Saint Olaf College,http://stolaf.edu,MN
University of Saint Thomas,http://stthomas.edu,MN
University of Minnesota,http://umn.edu,MN
United Theological Seminary of the Twin Cities,http://unitedseminary.edu,MN
University of Northwestern Saint Paul,http://unwsp.edu,MN
Walden University,http://waldenu.edu,MN
Winona State Unviversity,http://winona.edu,MN
Assemblies of God Theological Seminary,http://agts.edu,MO
Aquinas Institute of Theology,http://ai.edu,MO
A.T. Still University,http://atsu.edu,MO
Avila University,http://avila.edu,MO
Columbia College,http://ccis.edu,MO
Central Methodist University,http://centralmethodist.edu,MO
Crowder College,http://crowder.edu,MO
Culver-Stockton College,http://culver.edu,MO
Drury University,http://drury.edu,MO
Evangel University,http://evangel.edu,MO
Fontbonne University,http://fontbonne.edu,MO
Hannibal-LaGrange,http://hlg.edu,MO
Harris-Stowe State University,http://hssu.edu,MO
Jefferson College,http://jeffco.edu,MO
Kansas City University of Medicine and Biosciences,http://kcumb.edu,MO
Lincoln University,http://lincolne.edu,MO
Lindenwood University,http://lindenwood.edu,MO
Linn State Technical College,http://linnstate.edu,MO
Maryville University,http://maryville.edu,MO
Metropolitan Community College,http://mcckc.edu,MO
Mineral Area College,http://mineralarea.edu,MO
Mizzou University of Missouri,http://missouri.edu,MO
Missouri State University,http://missouristate.edu,MO
Missouri Valley College,http://moval.edu,MO
Missouri Southern State University,http://mssu.edu,MO
Missouri University of Science and Technology,http://mst.edu,MO
North Central Missouri College,http://ncmissouri.edu,MO
Nazarene Theological Seminary,http://nts.edu,MO
Northwest Missouri State University,http://nwmissouri.edu,MO
Ozarks Technical Community College,http://otc.edu,MO
Park University,http://park.edu,MO
Rockhurst University,http://rockhurst.edu,MO
Southwest Baptist University,http://sbuniv.edu,MO
South Central Career Center,http://scccwp.edu,MO
Southeast Missouri State University,http://semo.edu,MO
Saint Louis University,http://slu.edu,MO
Saint Charles Community College,http://stchas.edu,MO
Saint Louis Community College,http://stlcc.edu,MO
Truman State University,http://truman.edu,MO
University of Central Missouri,http://ucmo.edu,MO
University of Missouri Kansas City,http://umkc.edu,MO
University of Missouri Saint Louis,http://umsl.edu,MO
University of Missouri System,http://umsystem.edu,MO
Webster University,http://webster.edu,MO
"Westminster College, Missouri",http://westminster-mo.edu,MO
Washington University in Saint Louis,http://wustl.edu,MO
Alcorn State University,http://alcorn.edu,MS
Belhaven University,http://belhaven.edu,MS
Delta State University,http://deltastate.edu,MS
East Mississippi Community College,http://eastms.edu,MS
Jackson State University,http://jsums.edu,MS
Mississippi Gulf Coast Community College,http://mgccc.edu,MS
Mississippi State University,http://mssstate.edu,MS
Northeast Mississippi Community College,http://nemcc.edu,MS
The University of Mississippi,http://olemiss.edu,MS
Pearl River Community College,http://prcc.edu,MS
Reformed Theological Seminary,http://rts.edu,MS
University of Mississippi Medical Center,http://umc.edu,MS
University of Southern Mississippi,http://usm.edu,MS
William Carey University,http://wmcarey.edu,MS
Itawamba Community College,http://iccms.edu,MS
Blackfeet Community College,http://bfcc.edu,MT
Carroll College,http://carroll.edu,MT
Fort Peck Community College,http://fpcc.edu,MT
Flathead Valley Community College,http://fvcc.edu,MT
Miles Community College,http://milescc.edu,MT
Montana State University,http://montana.edu,MT
Montana State University Billings,http://msubillings.edu,MT
Montana State University - Northern,http://msun.edu,MT
Montana Tech of the University of Montana,http://mtech.edu,MT
Montana University System,http://mus.edu,MT
Rocky Mountain College,http://rocky.edu,MT
University of Montana Helena College,http://umhelena.edu,MT
University of Montana,http://umt.edu,MT
University of Montana Western,http://umwestern.edu,MT
Asheville-Buncombe Technical Community College,http://abtech.edu,NC
Alamance Community College,http://alamancecc.edu,NC
Appalachian State University,http://appstate.edu,NC
Bladen Community College,http://bladencc.edu,NC
Body Therapy Institute,http://bti.edu,NC
Campbell University,http://campbell.edu,NC
Cape Fear Community College,http://cfcc.edu,NC
Charlotte School of Law,http://charlottelaw.edu,NC
Chowan University,http://chowan.edu,NC
Central Piedmont Community College,http://cpcc.edu,NC
Craven Community College,http://cravencc.edu,NC
Davidson College,http://davidson.edu,NC
Duke University,http://duke.edu,NC
Durham Technical Community College,http://durhamtech.edu,NC
Elizabeth City State University,http://ecsu.edu,NC
East Carolina University,http://ecu.edu,NC
Elon University,http://elon.edu,NC
Fayetteville Technical Community College,http://faytechcc.edu,NC
Forsyth Technical Community College,http://forsythtech.edu,NC
Gardner-Webb University,http://gardner-webb.edu,NC
Gaston College,http://gaston.edu,NC
Guilford Technical Community College,http://gtcc.edu,NC
Heritage Bible College,http://heritagebiblecollege.edu,NC
High Point University,http://highpoint.edu,NC
Isothermal Community College,http://isothermal.edu,NC
Lenoir Community College,http://lenoircc.edu,NC
Lees McRae College,http://lmc.edu,NC
Methodist University,http://methodist.edu,NC
The University of Mount Olive,http://umo.edu,NC
Montgomery Community College,http://montgomery.edu,NC
North Carolina Central University,http://nccu.edu,NC
North Carolina School of Science and Mathematics,http://ncssm.edu,NC
North Carolina State University,http://ncsu.edu,NC
North Carolina Wesleyan College,http://ncwc.edu,NC
New Life Theological Seminary,http://nlts.edu,NC
University of North Carolina,http://northcarolina.edu,NC
Piedmont Community College,http://piedmontcc.edu,NC
Pitt Community College,http://pittcc.edu,NC
Queens University of Charlotte,http://queens.edu,NC
Randolph Community College,http://randolph.edu,NC
Roanoke-Chowan Community College,http://roanokechowan.edu,NC
Salem College,http://salem.edu,NC
Sampson Community College,http://sampsoncc.edu,NC
Sandhills Community College,http://sandhills.edu,NC
Saint Andrews University,http://sapc.edu,NC
Southeastern Community College,http://sccnc.edu,NC
Southeastern Baptist Theological Seminary,http://sebts.edu,NC
Shaw University,http://shawu.edu,NC
Southwestern Community College,http://southwesterncc.edu,NC
South Piedmont Community College,http://spcc.edu,NC
Stanly Community College,http://stanly.edu,NC
Saint Augustine's University,http://st-aug.edu,NC
University of North Carolina at Chapel Hill,http://unc.edu,NC
University of North Carolina Asheville,http://unca.edu,NC
University of North Carolina Charlotte,http://uncc.edu,NC
University of North Carolina Greensboro,http://uncg.edu,NC
University of North Carolina Pembroke,http://uncp.edu,NC
University of North Carolina School of the Arts,http://uncsa.edu,NC
University of North Carolina Wilmington,http://uncw.edu,NC
Vance-Granville Community College,http://vgcc.edu,NC
Wake Technical Community College,http://waketech.edu,NC
Warren Wilson College,http://warren-wilson.edu,NC
Western Carolina University,http://wcu.edu,NC
Wake Forest University,http://wfu.edu,NC
Western Piedmont Community College,http://wpcc.edu,NC
Winston-Salem State University,http://wssu.edu,NC
Dakota College at Bottineau,http://dakotacollege.edu,ND
Mayville State University,http://mayvillestate.edu,ND
Minot State University,http://minotstateu.edu,ND
North Dakota State University,http://ndsu.edu,ND
North Dakota University System,http://ndus.edu,ND
Turtle Mountain Community College,http://tm.edu,ND
University of North Dakota,http://und.edu,ND
United Tribes Technical College,http://utcc.edu,ND
Valley City State University,http://vcsu.edu,ND
Williston State College,http://willistonstate.edu,ND
Bellevue University,http://bellevue.edu,NE
Bryan College of Health Sciences,http://bryanhealth.com,NE
Creighton University,http://creighton.edu,NE
Chadron State College,http://csc.edu,NE
Concordia University Nebraska,http://cune.edu,NE
Joseph's College,http://josephscollege.edu,NE
Little Priest Tribal College,http://littlepriest.edu,NE
Mid-Plains Community College,http://mpcc.edu,NE
University of Nebraska,http://nebraska.edu,NE
Northeast Community College,http://northeast.edu,NE
Union College,http://ucollege.edu,NE
University of Nebraska at Kearney,http://unk.edu,NE
University of Nebraska at Lincoln,http://unl.edu,NE
University of Nebraska Medical Center,http://unmc.edu,NE
University of Nebraska Omaha,http://unomaha.edu,NE
Wayne State College,http://wsc.edu,NE
Saint Anselm College,http://anselm.edu,NH
Antioch University New England,http://antiochne.edu,NH
Community College System of New Hampshire,http://ccsnh.edu,NH
Colby Sawyer College,http://colby-sawyer.edu,NH
Dartmouth College,http://dartmouth.edu,NH
Phillips Exeter Academy,http://exeter.edu,NH
Granite State College,http://granite.edu,NH
Keene State College,http://keene.edu,NH
Manchester Community College,http://mccnh.edu,NH
Mount Washington College,http://mountwashington.edu,NH
Nashua Community College,http://nashuacc.edu,NH
New England College,http://nec.edu,NH
NHTI Concord's Community College,http://nhti.edu,NH
Plymouth State University,http://plymouth.edu,NH
Rivier University,http://rivier.edu,NH
Southern New Hampshire University,http://snhu.edu,NH
University of New Hampshire,http://unh.edu,NH
White Mountains Community College,http://wmcc.edu,NH
Atlantic Cape Community College,http://atlantic.edu,NJ
Burlington County College,http://bcc.edu,NJ
Bergen Community College,http://bergen.edu,NJ
Brookdale Community College,http://brookdalecc.edu,NJ
Centenary College of New Jersey,http://centenarycollege.edu,NJ
Drew University,http://drew.edu,NJ
Eastwick College,http://eastwickcollege.edu,NJ
Fairleigh Dickinson University,http://fdu.edu,NJ
Felician College,http://felician.edu,NJ
Fortis Institute,http://fortis.edu,NJ
Georgian Court University,http://georgian.edu,NJ
Kean University,http://kean.edu,NJ
Mercer County Community College,http://mccc.edu,NJ
Middlesex County College,http://middlesexcc.edu,NJ
Monmouth University,http://monmouth.edu,NJ
Montclair State University,http://montclair.edu,NJ
New Jersey City University,http://njcu.edu,NJ
New Jersey Institute of Technology,http://njit.edu,NJ
Ocean County College,http://ocean.edu,NJ
Princeton University,http://princeton.edu,NJ
Princeton Theological Seminary,http://ptsem.edu,NJ
Ramapo College of New Jersey,http://ramapo.edu,NJ
Raritan Valley Community College,http://raritanval.edu,NJ
Rider University,http://rider.edu,NJ
Rowan University,http://rowan.edu,NJ
Rutgers University,http://rutgers.edu,NJ
Seton Hall University,http://shu.edu,NJ
Stenotech Career Institute,http://stenotech.edu,NJ
Stevens Institute of Technology,http://stevens.edu,NJ
Stockton College,http://stockton.edu,NJ
Sussex County Community College,http://sussex.edu,NJ
The College of New Jersey,http://tcnj.edu,NJ
Thomas Edison State College,http://tesc.edu,NJ
William Paterson University,http://wpunj.edu,NJ
County College of Morris,http://ccm.edu,NJ
Camden County College,http://camdencc.edu,NJ
Passaic County Community College,http://pccc.edu,NJ
Ross University,http://rossu.edu,NJ
Central New Mexico,http://cnm.edu,NM
Eastern New Mexico University,http://enmu.edu,NM
New Mexico Highlands University,http://nmhu.edu,NM
New Mexico State University,http://nmsu.edu,NM
New Mexico State University Alamogordo,http://nmsua.edu,NM
New Mexico Institute of Mining and Technology,http://nmt.edu,NM
Northern New Mexico College,http://nnmc.edu,NM
San Juan College,http://sanjuancollege.edu,NM
Southwestern College,http://swc.edu,NM
Univeristy of New Mexico,http://unm.edu,NM
University of the Southwest,http://usw.edu,NM
College of Southern Nevada,http://csn.edu,NV
Great Basin College,http://gbcnv.edu,NV
Pima Medical Institute,http://pmi.edu,NV
Sierra Nevada College,http://sierranevada.edu,NV
Truckee Meadows Community College,http://tmcc.edu,NV
University of Nevada Las Vegas,http://unlv.edu,NV
University of Nevada Reno,http://unr.edu,NV
Western Nevada College,http://wnc.edu,NV
Adelphi University,http://adelphi.edu,NY
University at Albany,http://albany.edu,NY
Alfred University,http://alfred.edu,NY
The American Musical and Dramatic Academy,http://amda.edu,NY
ASA College,http://asa.edu,NY
Bard College,http://bard.edu,NY
Barnard College,http://barnard.edu,NY
Binghamton University,http://binghamton.edu,NY
The College at Brockport,http://brockport.edu,NY
University at Buffalo,http://buffalo.edu,NY
Buffalo State University,http://buffalostate.edu,NY
Cazenovia College,http://cazenovia.edu,NY
Clarkson University,http://clarkson.edu,NY
Clinton Community College,http://clinton.edu,NY
The College of New Rochelle,http://cnr.edu,NY
Cobleskill University,http://cobleskill.edu,NY
Colgate University,http://colgate.edu,NY
Columbia University in the City of New York,http://columbia.edu,NY
Concordia College New York,http://concordia-ny.edu,NY
The Cooper Union,http://cooper.edu,NY
Cornell University,http://cornell.edu,NY
Cortland College,http://cortland.edu,NY
The City University of New York,http://cuny.edu,NY
The College of Westchester,http://cw.edu,NY
Daemen College,http://daemen.edu,NY
Dominican College,http://dc.edu,NY
Delhi State University of New York,http://delhi.edu,NY
Dowling College,http://dowling.edu,NY
D'Youville College,http://dyc.edu,NY
Erie Community College State University of New York,http://ecc.edu,NY
Elim Bible Institute,http://elim.edu,NY
Elmira College,http://elmira.edu,NY
Empire State College,http://esc.edu,NY
College of Environmental Science and Forestry,http://esf.edu,NY
Farmingdale State College,http://farmingdale.edu,NY
Fashion Institute of Technology,http://fitnyc.edu,NY
Finger Lakes Community College,http://flcc.edu,NY
Fordham University,http://fordham.edu,NY
Fredonia University,http://fredonia.edu,NY
Five Towns College,http://ftc.edu,NY
Geneseo University,http://geneseo.edu,NY
Globe Institute of Technology,http://globe.edu,NY
The General Theological Seminary,http://gts.edu,NY
Hamilton College,http://hamilton.edu,NY
Hartwick College,http://hartwick.edu,NY
Herkimer College,http://herkimer.edu,NY
Hofstra University,http://hofstra.edu,NY
Hudson Valley Community College,http://hvcc.edu,NY
Hobart and William Smith Colleges,http://hws.edu,NY
Institute of Design and Construction,http://idc.edu,NY
Iona College,http://iona.edu,NY
Ithaca College,http://ithaca.edu,NY
The Jewish Theological Seminary,http://jtsa.edu,NY
The Juilliard School,http://juilliard.edu,NY
Keuka College,http://keuka.edu,NY
Lehman College,http://lehman.edu,NY
Le Moyne,http://lemoyne.edu,NY
Lim College,http://limcollege.edu,NY
Long Island University,http://liu.edu,NY
Manhattan College,http://manhattan.edu,NY
Marist College,http://marist.edu,NY
Metropolitan College of New York,http://mcny.edu,NY
Mercy College,http://mercy.edu,NY
Marymount Manhattan College,http://mmm.edu,NY
Monroe Community College,http://monroecc.edu,NY
Morrisville State College,http://morrisville.edu,NY
Mount Saint Marry College,http://msmc.edu,NY
Icahn School of Medicine at Mount Sinai,http://mssm.edu,NY
Manhattanville College,http://mville.edu,NY
Nazareth College,http://naz.edu,NY
Nassau Community College,http://ncc.edu,NY
New Paltz,http://newpaltz.edu,NY
The New School,http://newschool.edu,NY
Niagara University,http://niagara.edu,NY
Nyack College,http://nyack.edu,NY
New York College of Health Professions,http://nycollege.edu,NY
New York Film Academy,http://nyfa.edu,NY
New York Institute of Technology,http://nyit.edu,NY
New York University,http://nyu.edu,NY
State University of New York at Oneonta,http://oneonta.edu,NY
State University of New York at Oswego,http://oswego.edu,NY
Pace University,http://pace.edu,NY
Paul Smith's College,http://paulsmiths.edu,NY
State University of New York at Plattsburgh,http://plattsburgh.edu,NY
State University of New York at Potsdam,http://potsdam.edu,NY
Pratt Institute,http://pratt.edu,NY
Purchase College,http://purchase.edu,NY
Rochester Institute of Technology,http://rit.edu,NY
Roberts Wesleyan College,http://roberts.edu,NY
University of Rochester,http://rochester.edu,NY
Rensselaer Polytechnic Institute,http://rpi.edu,NY
The Sages Colleges,http://sage.edu,NY
Saint Bonaventure University,http://sbu.edu,NY
The New York Conservatory for Dramatic Arts,http://sft.edu,NY
Siena College,http://siena.edu,NY
Saint John Fisher College,http://sjfc.edu,NY
Skidmore College,http://skidmore.edu,NY
Sarah Lawrence College,http://slc.edu,NY
Saint Bernard's School of Theology and Ministry,http://stbernards.edu,NY
Saint John's University,http://stjohns.edu,NY
Saint Lawrence University,http://stlawu.edu,NY
Stony Brook University,http://stonybrook.edu,NY
Stony Brook Medicine,http://stonybrookmedicine.edu,NY
The College of Saint Rose,http://strose.edu,NY
State University of New York,http://suny.edu,NY
State University of New York at Adirondack,http://sunyacc.edu,NY
State University of New Institute of Technology,http://sunyit.edu,NY
Jamestown Community College,http://sunyjcc.edu,NY
Orange County Community College,http://sunyorange.edu,NY
